nazwa,plec,prawdopodobienstwo,typ_wariantu
OLEKSII W.,M,0.001278677883224337,first_initial
DENYS W.,M,0.0012615785251444895,first_initial
NATAN W.,M,0.0011612653972264749,first_initial
RUSLAN W.,M,0.0010894201379373068,first_initial
KSAWERY W.,M,0.0010841552129699423,first_initial
BORYS W.,M,0.0010203238217726918,first_initial
LECH W.,M,0.0010064859216372295,first_initial
YAROSLAV W.,M,0.0010038301630253732,first_initial
PAVLO W.,M,0.0009674416108173056,first_initial
ALIAKSANDR W.,M,0.0009494569998668393,first_initial
OLAF W.,M,0.0009300280289695741,first_initial
WACŁAW W.,M,0.0009183333726261362,first_initial
BRONISŁAW W.,M,0.0009051477640795508,first_initial
REMIGIUSZ W.,M,0.0009037499963891002,first_initial
KAJETAN W.,M,0.0008869767841036913,first_initial
VADYM W.,M,0.0008839948796973963,first_initial
BRUNO W.,M,0.0008639602094676024,first_initial
KUBA W.,M,0.0008227260625993056,first_initial
ANDREI W.,M,0.0008166224770176706,first_initial
ANATOLII W.,M,0.0008112177752812611,first_initial
BERNARD W.,M,0.0007813055467056153,first_initial
BOLESŁAW W.,M,0.0007780906810175786,first_initial
ILLIA W.,M,0.0007552138831505348,first_initial
ANTON W.,M,0.0007348996593826507,first_initial
YEVHEN W.,M,0.0007335484839485483,first_initial
TOBIASZ W.,M,0.0007287028892883191,first_initial
DAVID W.,M,0.0007254880236002825,first_initial
ALBERT W.,M,0.0007149115814092051,first_initial
NAZAR W.,M,0.0006866300818057519,first_initial
ALEXANDER W.,M,0.0006838345464248504,first_initial
GRACJAN W.,M,0.0006737240267972567,first_initial
PETRO W.,M,0.0006678068102410152,first_initial
LUCJAN W.,M,0.0006661760812688227,first_initial
YEVHENII W.,M,0.0006656635664489907,first_initial
SIARHEI W.,M,0.0006645453522966301,first_initial
SEWERYN W.,M,0.0006484710238564466,first_initial
DZMITRY W.,M,0.0006403639712518323,first_initial
EDMUND W.,M,0.0006333751327995787,first_initial
STANISLAV W.,M,0.000631604627058341,first_initial
KORNEL W.,M,0.0006179530959482722,first_initial
DANYLO W.,M,0.0006116165490848954,first_initial
ROMUALD W.,M,0.0006019719520207853,first_initial
OLIVIER W.,M,0.0006006207765866829,first_initial
VALERII W.,M,0.0005959615509518472,first_initial
SZCZEPAN W.,M,0.0005905568492154377,first_initial
MARK W.,M,0.0005760666574910983,first_initial
TARAS W.,M,0.0005702426254475536,first_initial
ALEX W.,M,0.0005584081923350707,first_initial
ERNEST W.,M,0.0005341802190339244,first_initial
KOSTIANTYN W.,M,0.0005264924967364454,first_initial
JOACHIM W.,M,0.0005040350291765368,first_initial
VIACHESLAV W.,M,0.000492480149602144,first_initial
JĘDRZEJ W.,M,0.00048218326094915694,first_initial
ALFRED W.,M,0.00048097186228409966,first_initial
TEODOR W.,M,0.00047864224946668173,first_initial
LEONARD W.,M,0.00047705811275083757,first_initial
LUDWIK W.,M,0.00046443161128043253,first_initial
FELIKS W.,M,0.00046266110553919496,first_initial
MILAN W.,M,0.00045776891862261737,first_initial
LESŁAW W.,M,0.00045576545159963796,first_initial
BOGUMIŁ W.,M,0.0004513857795028923,first_initial
NIKITA W.,M,0.0004399706766975446,first_initial
KYRYLO W.,M,0.0004377342483928234,first_initial
OLIVER W.,M,0.00043237613891276226,first_initial
GERARD W.,M,0.00042794987455966823,first_initial
DANIIL W.,M,0.00042692484492000437,first_initial
JULIUSZ W.,M,0.0004227781341050005,first_initial
PAVEL W.,M,0.00041993600646775064,first_initial
DENIS W.,M,0.000419330307135222,first_initial
MYKYTA W.,M,0.0004192371226225253,first_initial
YEHOR W.,M,0.00041728024785589425,first_initial
ALEKS W.,M,0.0004121550996575749,first_initial
MATVII W.,M,0.0004065174366394236,first_initial
MAKSIM W.,M,0.000385364552257269,first_initial
MICHAEL W.,M,0.0003835008620033347,first_initial
DORIAN W.,M,0.000382755385901761,first_initial
ALIAKSEI W.,M,0.00037935415118833083,first_initial
MARTIN W.,M,0.00037744386867804815,first_initial
OLEG W.,M,0.0003682186019210733,first_initial
NATANIEL W.,M,0.0003661219503853972,first_initial
VALENTYN W.,M,0.0003657492123346103,first_initial
STEPAN W.,M,0.0003598785880347172,first_initial
KLAUDIUSZ W.,M,0.00035726942167920914,first_initial
MIESZKO W.,M,0.0003518647199427996,first_initial
GUSTAW W.,M,0.00034804415492223427,first_initial
SAMUEL W.,M,0.00034627364918099663,first_initial
KONSTANTY W.,M,0.0003440838131326238,first_initial
TYMOFII W.,M,0.000333041448378063,first_initial
GIORGI W.,M,0.0003211604230092317,first_initial
ROSTYSLAV W.,M,0.0003186444411664204,first_initial
DAVYD W.,M,0.00031775918829580156,first_initial
CYPRIAN W.,M,0.00031100331112528967,first_initial
LEO W.,M,0.0003064838622594989,first_initial
EDUARD W.,M,0.0003051792790817449,first_initial
YAUHENI W.,M,0.000298423401911233,first_initial
ALOJZY W.,M,0.00029814384837314285,first_initial
FLORIAN W.,M,0.0002935312149946554,first_initial
BRAJAN W.,M,0.0002866821533114468,first_initial
SERGII W.,M,0.00027838873168143903,first_initial
KEVIN W.,M,0.0002775500710671686,first_initial
BENEDYKT W.,M,0.00027643185691480804,first_initial
NAZARII W.,M,0.00027554660404418923,first_initial
RAJMUND W.,M,0.0002692100571808125,first_initial
ULADZIMIR W.,M,0.0002621280342158621,first_initial
VITALI W.,M,0.0002584006537079935,first_initial
YURY W.,M,0.000256909701504846,first_initial
IWO W.,M,0.00025663014796675586,first_initial
VICTOR W.,M,0.00025574489509613704,first_initial
LEONID W.,M,0.00024856968761848995,first_initial
MIKHAIL W.,M,0.0002440502387526992,first_initial
BENIAMIN W.,M,0.00024162744142258458,first_initial
KORDIAN W.,M,0.00023612955517347836,first_initial
TYMUR W.,M,0.0002340794958941506,first_initial
JEREMI W.,M,0.0002338465346124088,first_initial
MARCELI W.,M,0.00023198284435847449,first_initial
ARIEL W.,M,0.00022993278507914673,first_initial
SVIATOSLAV W.,M,0.00022853501738869599,first_initial
MAXIMILIAN W.,M,0.00022806909482521242,first_initial
ULADZISLAU W.,M,0.00022713724969824524,first_initial
FRYDERYK W.,M,0.00022000863447694648,first_initial
RUDOLF W.,M,0.00021856427453014737,first_initial
IHAR W.,M,0.00021693354555795484,first_initial
ALEKSY W.,M,0.0002168869533016065,first_initial
THOMAS W.,M,0.00021674717653256143,first_initial
ANDRIY W.,M,0.00021553577786750412,first_initial
PATRICK W.,M,0.00020905945423508235,first_initial
OSCAR W.,M,0.0002071025794684513,first_initial
WINCENTY W.,M,0.00020663665690496774,first_initial
DZIANIS W.,M,0.00020649688013592266,first_initial
HIERONIM W.,M,0.00020165128547569342,first_initial
ERWIN W.,M,0.00020048647906698448,first_initial
ALEH W.,M,0.00020006714875984925,first_initial
ROLAND W.,M,0.00019545451538136182,first_initial
MIKALAI W.,M,0.0001943828934853496,first_initial
SERGIUSZ W.,M,0.0001915873581044481,first_initial
VIKTAR W.,M,0.0001877202008275344,first_initial
NICOLAS W.,M,0.00018375985903792397,first_initial
AMADEUSZ W.,M,0.00018101091591337084,first_initial
OLGIERD W.,M,0.00018045180883719054,first_initial
ARTSIOM W.,M,0.0001759323599713998,first_initial
ZYGFRYD W.,M,0.000174394815511904,first_initial
HENNADII W.,M,0.00016861737572470761,first_initial
PETER W.,M,0.00016745256931599865,first_initial
MAURYCY W.,M,0.00016577524808745775,first_initial
MAKAR W.,M,0.00016409792685891688,first_initial
RAMAN W.,M,0.00016139557599071213,first_initial
ZAKHAR W.,M,0.00015990462378756464,first_initial
EMILIAN W.,M,0.00015915914768599093,first_initial
OLIWER W.,M,0.00015380103820592975,first_initial
HRYHORII W.,M,0.00015366126143688468,first_initial
VADZIM W.,M,0.00015324193112974945,first_initial
MIKITA W.,M,0.00015249645502817574,first_initial
KEWIN W.,M,0.000151750978926602,first_initial
ILYA W.,M,0.00015105209508137663,first_initial
ARSEN W.,M,0.0001484429287258686,first_initial
ION W.,M,0.0001484429287258686,first_initial
BENJAMIN W.,M,0.00014811678293143009,first_initial
VLADIMIR W.,M,0.00014760426811159815,first_initial
MYROSLAV W.,M,0.00014294504247676235,first_initial
NATHAN W.,M,0.00014229275088788534,first_initial
JACOB W.,M,0.0001415472747863116,first_initial
BRUNON W.,M,0.00014070861417204115,first_initial
YURIY W.,M,0.00014056883740299608,first_initial
IURII W.,M,0.00014028928386490593,first_initial
WALENTY W.,M,0.00013907788519984863,first_initial
CHRISTIAN W.,M,0.00013879833166175848,first_initial
HUGO W.,M,0.0001363289420752955,first_initial
ARNOLD W.,M,0.000136002796280857,first_initial
JEREMIASZ W.,M,0.00013586301951181194,first_initial
KIRYL W.,M,0.00013493117438484478,first_initial
AUGUSTYN W.,M,0.00013344022218169733,first_initial
MAX W.,M,0.0001330208918745621,first_initial
ALEKSANDR W.,M,0.00013162312418411136,first_initial
ALEXANDR W.,M,0.00013083105582618927,first_initial
LEOPOLD W.,M,0.0001302253564936606,first_initial
DANYIL W.,M,0.0001291071423413,first_initial
SERGHEI W.,M,0.00012850144300877137,first_initial
OKTAWIAN W.,M,0.00012752300562545585,first_initial
MARKO W.,M,0.0001272434520873657,first_initial
VALERY W.,M,0.00012607864567865676,first_initial
HLIB W.,M,0.00012351607157949705,first_initial
TIMUR W.,M,0.00011936936076449319,first_initial
LEV W.,M,0.00011932276850814484,first_initial
JOHN W.,M,0.00011825114661213261,first_initial
PAUL W.,M,0.00011773863179230066,first_initial
EMANUEL W.,M,0.0001173658937415138,first_initial
KIRIL W.,M,0.00011731930148516544,first_initial
YAN W.,M,0.00011685337892168186,first_initial
HERBERT W.,M,0.00011662041763994008,first_initial
ALI W.,M,0.00011587494153836635,first_initial
ANATOL W.,M,0.00011564198025662456,first_initial
MATTHEW W.,M,0.00011457035836061233,first_initial
MIRON W.,M,0.00011457035836061233,first_initial
OREST W.,M,0.00011401125128443203,first_initial
LIUBOMYR W.,M,0.00011307940615746487,first_initial
KORNELIUSZ W.,M,0.0001130328139011165,first_initial
JONASZ W.,M,0.00011279985261937472,first_initial
ANTHONY W.,M,0.00011228733779954278,first_initial
JUAN W.,M,0.00011228733779954278,first_initial
VLADISLAV W.,M,0.00011154186169796905,first_initial
ARON W.,M,0.00011084297785274368,first_initial
WILHELM W.,M,0.00010986454046942817,first_initial
XAVIER W.,M,0.0001091656566242028,first_initial
NIKOLAS W.,M,0.00010897928759880937,first_initial
JONATAN W.,M,0.00010869973406071922,first_initial
EDWIN W.,M,0.00010814062698453892,first_initial
ALBIN W.,M,0.00010800085021549384,first_initial
LIAM W.,M,0.00010748833539566191,first_initial
MOHAMED W.,M,0.00010688263606313326,first_initial
DAVIT W.,M,0.00010683604380678489,first_initial
KASPER W.,M,0.00010548486837268251,first_initial
CHRISTOPHER W.,M,0.00010511213032189564,first_initial
ADOLF W.,M,0.00010371436263144491,first_initial
VINCENT W.,M,0.00010240977945369088,first_initial
MAXIM W.,M,0.00010227000268464581,first_initial
WALTER W.,M,0.00010227000268464581,first_initial
ARSENII W.,M,0.00010096541950689178,first_initial
PHILIP W.,M,0.00010063927371245328,first_initial
pani NOWAK,K,0.004626001991994361,title_surname
NOWAK,K,0.004626001991994361,surname_only
ANNA N.,K,0.0470903965394077,first_initial
KATARZYNA N.,K,0.026670345045934515,first_initial
MAŁGORZATA N.,K,0.025324286657005313,first_initial
MARIA N.,K,0.02509564221398827,first_initial
AGNIESZKA N.,K,0.024124666954910653,first_initial
EWA N.,K,0.020798100582217732,first_initial
BARBARA N.,K,0.02070403099046338,first_initial
MAGDALENA N.,K,0.01921751010052874,first_initial
ELŻBIETA N.,K,0.017914347445439526,first_initial
JOANNA N.,K,0.01778960009976246,first_initial
ALEKSANDRA N.,K,0.0172710442419693,first_initial
KRYSTYNA N.,K,0.016960858063417426,first_initial
MONIKA N.,K,0.01667873782424073,first_initial
ZOFIA N.,K,0.015957124452387707,first_initial
NATALIA N.,K,0.014175468518581888,first_initial
JULIA N.,K,0.013924026033327904,first_initial
TERESA N.,K,0.01381397567798611,first_initial
KAROLINA N.,K,0.013059559686137803,first_initial
MARTA N.,K,0.01279886517985951,first_initial
DANUTA N.,K,0.01266207692643789,first_initial
BEATA N.,K,0.012326746499360615,first_initial
DOROTA N.,K,0.011788181486050764,first_initial
ALICJA N.,K,0.011277062659511594,first_initial
JOLANTA N.,K,0.010341634639106327,first_initial
HANNA N.,K,0.010254559398174183,first_initial
ZUZANNA N.,K,0.010248317604086012,first_initial
IWONA N.,K,0.010220163128624473,first_initial
HALINA N.,K,0.010033617594670198,first_initial
PAULINA N.,K,0.009925249424969185,first_initial
GRAŻYNA N.,K,0.009876200433127388,first_initial
JADWIGA N.,K,0.009670885248865422,first_initial
JUSTYNA N.,K,0.009575133471470286,first_initial
WIKTORIA N.,K,0.009256137952325886,first_initial
JANINA N.,K,0.008785922797683665,first_initial
IRENA N.,K,0.008692163082231565,first_initial
BOŻENA N.,K,0.008621378481189114,first_initial
MAJA N.,K,0.00835147622192969,first_initial
RENATA N.,K,0.008226640340166269,first_initial
AGATA N.,K,0.008166612873616197,first_initial
SYLWIA N.,K,0.008054393384158655,first_initial
URSZULA N.,K,0.00797386981361693,first_initial
PATRYCJA N.,K,0.007503211978542926,first_initial
OLIWIA N.,K,0.007366158116862234,first_initial
EMILIA N.,K,0.007311177207234514,first_initial
IZABELA N.,K,0.0070438867625226215,first_initial
HELENA N.,K,0.006895278941572336,first_initial
WERONIKA N.,K,0.006713691428454055,first_initial
ANETA N.,K,0.006695762870966755,first_initial
EWELINA N.,K,0.006552555751284249,first_initial
MARTYNA N.,K,0.00634073316467504,first_initial
KLAUDIA N.,K,0.006155692744188835,first_initial
GABRIELA N.,K,0.006076851359287894,first_initial
LENA N.,K,0.005948916714501976,first_initial
AMELIA N.,K,0.005747497118039719,first_initial
MARZENA N.,K,0.005699289219018313,first_initial
DOMINIKA N.,K,0.005459710569336172,first_initial
KINGA N.,K,0.005382285761816944,first_initial
EDYTA N.,K,0.005022475106861949,first_initial
KAMILA N.,K,0.004943677990004188,first_initial
MARIANNA N.,K,0.004705914330092367,first_initial
ALINA N.,K,0.00461082657334491,first_initial
WIESŁAWA N.,K,0.004469788587778151,first_initial
STANISŁAWA N.,K,0.004434949637796657,first_initial
TETIANA N.,K,0.004206792143254575,first_initial
DARIA N.,K,0.003977483679589851,first_initial
NATALIIA N.,K,0.003975270277430925,first_initial
WANDA N.,K,0.003900545820545587,first_initial
OLENA N.,K,0.0037691140003485667,first_initial
LAURA N.,K,0.00365012150028471,first_initial
IRYNA N.,K,0.003641400695778542,first_initial
LIDIA N.,K,0.0036177172926780345,first_initial
MARIOLA N.,K,0.003591510611116352,first_initial
NIKOLA N.,K,0.003498990400873249,first_initial
MILENA N.,K,0.0034756168740749916,first_initial
LUCYNA N.,K,0.0034377676971573587,first_initial
ANTONINA N.,K,0.0032711427826334163,first_initial
WIOLETTA N.,K,0.003196772470093506,first_initial
OLHA N.,K,0.0029946445849403924,first_initial
MIROSŁAWA N.,K,0.0029944232447244997,first_initial
OKSANA N.,K,0.0028870289719734148,first_initial
ANGELIKA N.,K,0.00287224344555179,first_initial
MARIIA N.,K,0.002846036763990107,first_initial
SVITLANA N.,K,0.002733507398230314,first_initial
OLGA N.,K,0.0027217320987448284,first_initial
MICHALINA N.,K,0.0026876457054973695,first_initial
ANASTASIIA N.,K,0.002681890859884162,first_initial
YULIIA N.,K,0.002635409414546718,first_initial
VIKTORIIA N.,K,0.0026182776818366314,first_initial
NADIA N.,K,0.0024624099018050695,first_initial
ILONA N.,K,0.0024505460662332264,first_initial
SANDRA N.,K,0.0024247377970601502,first_initial
KORNELIA N.,K,0.0023995492804915735,first_initial
POLA N.,K,0.002367366413100791,first_initial
BOGUMIŁA N.,K,0.002343018989352606,first_initial
LILIANA N.,K,0.002324470679260807,first_initial
IGA N.,K,0.002280291172168646,first_initial
KATERYNA N.,K,0.002249790490418647,first_initial
ŁUCJA N.,K,0.0022418665106896923,first_initial
NINA N.,K,0.0022292501183838144,first_initial
MARCELINA N.,K,0.002224690509936427,first_initial
KAZIMIERA N.,K,0.002185114879334832,first_initial
MARLENA N.,K,0.0021519581149941217,first_initial
ANITA N.,K,0.002035090481002834,first_initial
BOGUSŁAWA N.,K,0.0020339395118801925,first_initial
SABINA N.,K,0.0020218100680492786,first_initial
JAGODA N.,K,0.002013886088320324,first_initial
LIUDMYLA N.,K,0.0019917963347742436,first_initial
GENOWEFA N.,K,0.001931281919749209,first_initial
HENRYKA N.,K,0.0019033487845035641,first_initial
REGINA N.,K,0.0017485434375082865,first_initial
JÓZEFA N.,K,0.001742700055808722,first_initial
STEFANIA N.,K,0.0017393356845271546,first_initial
ANIELA N.,K,0.001721938343557997,first_initial
DIANA N.,K,0.0016992288374074172,first_initial
KARINA N.,K,0.0016758110425659813,first_initial
ADRIANNA N.,K,0.0015708072441465363,first_initial
HALYNA N.,K,0.001542165820210035,first_initial
CZESŁAWA N.,K,0.0015222894688228805,first_initial
SARA N.,K,0.0015201203347071331,first_initial
WIOLETA N.,K,0.0015159148706051738,first_initial
KLARA N.,K,0.0014538510740688914,first_initial
SOFIIA N.,K,0.0014509293832191093,first_initial
WŁADYSŁAWA N.,K,0.001439286887863159,first_initial
ROKSANA N.,K,0.0014231290521029998,first_initial
MARYNA N.,K,0.0014095387628471948,first_initial
DAGMARA N.,K,0.001409051814372231,first_initial
MALWINA N.,K,0.0013708042250659914,first_initial
VALENTYNA N.,K,0.0013526985954059776,first_initial
ELIZA N.,K,0.001312149067854455,first_initial
NADIIA N.,K,0.0012872704275881277,first_initial
BLANKA N.,K,0.001261152282112802,first_initial
KAJA N.,K,0.0012603554573355888,first_initial
RÓŻA N.,K,0.0012287923425493054,first_initial
ŻANETA N.,K,0.0011965652071153443,first_initial
ANASTAZJA N.,K,0.0011511904628573632,first_initial
OLEKSANDRA N.,K,0.001142204050092124,first_initial
CECYLIA N.,K,0.0010815125628943756,first_initial
ZDZISŁAWA N.,K,0.0010597326856505449,first_initial
ROZALIA N.,K,0.0010405203549110678,first_initial
LILIANNA N.,K,0.0010399006023065686,first_initial
INNA N.,K,0.0009984214458482973,first_initial
BERNADETA N.,K,0.0009908073424215922,first_initial
JULITA N.,K,0.0009701784343004026,first_initial
LIUBOV N.,K,0.0009451227218613614,first_initial
LEOKADIA N.,K,0.0009322849893395912,first_initial
YANA N.,K,0.0009273269685035971,first_initial
NELA N.,K,0.0009209523702858905,first_initial
VIOLETTA N.,K,0.0009159943494498965,first_initial
ALDONA N.,K,0.0009155959370612898,first_initial
MATYLDA N.,K,0.00085255824357508,first_initial
EUGENIA N.,K,0.000834009933483281,first_initial
VERONIKA N.,K,0.0008339656654401025,first_initial
BRONISŁAWA N.,K,0.0008275025311360388,first_initial
MAGDA N.,K,0.0008144877264415545,first_initial
DANIELA N.,K,0.0008073605714898131,first_initial
LARYSA N.,K,0.000797178921558754,first_initial
VALERIIA N.,K,0.0007779665908192771,first_initial
AURELIA N.,K,0.0007762844051784934,first_initial
CELINA N.,K,0.0007757531886603511,first_initial
ADRIANA N.,K,0.0007363988982746485,first_initial
ALLA N.,K,0.0007170537634056362,first_initial
PAULA N.,K,0.0007010729998181912,first_initial
HONORATA N.,K,0.0006843396794967113,first_initial
KALINA N.,K,0.0006662783178798759,first_initial
LILIIA N.,K,0.0006643747920231996,first_initial
OLIVIA N.,K,0.000640912729138585,first_initial
IZABELLA N.,K,0.0006408684610954065,first_initial
MIA N.,K,0.0006276323161850296,first_initial
BRYGIDA N.,K,0.0006183802951607193,first_initial
ALONA N.,K,0.0006158570166995438,first_initial
MARIKA N.,K,0.0006080215730569461,first_initial
YELYZAVETA N.,K,0.0006074018204524469,first_initial
TAMARA N.,K,0.0006014256346233469,first_initial
POLINA N.,K,0.0005990794283348854,first_initial
SONIA N.,K,0.000582124767797513,first_initial
KHRYSTYNA N.,K,0.0005607875709854673,first_initial
ELWIRA N.,K,0.00055025177670898,first_initial
MARZANNA N.,K,0.0005403800030801705,first_initial
ANDŻELIKA N.,K,0.0005231597342837268,first_initial
BOŻENNA N.,K,0.0005208577960384439,first_initial
MIECZYSŁAWA N.,K,0.0005189985382249462,first_initial
LUIZA N.,K,0.0005188657340954106,first_initial
IVANNA N.,K,0.0005169622082387343,first_initial
TATIANA N.,K,0.000511207362625527,first_initial
MARIANA N.,K,0.0005035047231124649,first_initial
VICTORIA N.,K,0.0005027078983352516,first_initial
GERTRUDA N.,K,0.0004995205992263983,first_initial
ARLETA N.,K,0.0004949609907790108,first_initial
LIWIA N.,K,0.000489161877122625,first_initial
VIRA N.,K,0.00045507548387516605,first_initial
NICOLE N.,K,0.0004526850095435261,first_initial
YEVHENIIA N.,K,0.00045082575173002834,first_initial
ANHELINA N.,K,0.0004470629680598543,first_initial
JUDYTA N.,K,0.0004384749676832218,first_initial
DARYNA N.,K,0.0004194839771596375,first_initial
ADELA N.,K,0.00041266669851014573,first_initial
NICOLA N.,K,0.00041009915200579167,first_initial
ELENA N.,K,0.00040633636833561763,first_initial
MELANIA N.,K,0.00040213090423365844,first_initial
NATASZA N.,K,0.000401068471197374,first_initial
VANESSA N.,K,0.00039659739883634367,first_initial
JOWITA N.,K,0.00039248047082074145,first_initial
MARHARYTA N.,K,0.0003817676043715401,first_initial
MILANA N.,K,0.00037902298569447197,first_initial
APOLONIA N.,K,0.00037831469700361567,first_initial
LESIA N.,K,0.00037751787222640233,first_initial
SOFIA N.,K,0.0003751716659379409,first_initial
BIANKA N.,K,0.00037101046987916017,first_initial
FRANCISZKA N.,K,0.0003641489231864899,first_initial
INGA N.,K,0.00036202405711392103,first_initial
ADA N.,K,0.0003607845519049225,first_initial
JESSICA N.,K,0.000358261273443747,first_initial
KARYNA N.,K,0.00035016022154207816,first_initial
YEVA N.,K,0.0003397129633519479,first_initial
MAYA N.,K,0.0003370568807612368,first_initial
ESTERA N.,K,0.00033493201468866795,first_initial
ALISA N.,K,0.0003340909218682761,first_initial
ZLATA N.,K,0.00033156764340710055,first_initial
ULIANA N.,K,0.0003308593547162443,first_initial
ROMANA N.,K,0.00033001826189585245,first_initial
KIRA N.,K,0.00032709657104607027,first_initial
LIDIIA N.,K,0.0003231567152031821,first_initial
ALFREDA N.,K,0.0003218286739078266,first_initial
MARZENNA N.,K,0.0003185528387126162,first_initial
EMMA N.,K,0.0003146129828697281,first_initial
OLESIA N.,K,0.00031195690027901703,first_initial
JULIANNA N.,K,0.00030872533312698524,first_initial
ELEONORA N.,K,0.0003000045286208172,first_initial
LILIA N.,K,0.0002986322192822831,first_initial
MYROSLAVA N.,K,0.00029854368319592607,first_initial
RITA N.,K,0.0002980124666777838,first_initial
IDA N.,K,0.00029548918821660833,first_initial
BERNADETTA N.,K,0.00029044263129425723,first_initial
KSENIIA N.,K,0.00028893751782618765,first_initial
KRISTINA N.,K,0.00028026098136319807,first_initial
RUSLANA N.,K,0.0002784017235497003,first_initial
ARINA N.,K,0.00027304529032509965,first_initial
FELICJA N.,K,0.0002717615170729226,first_initial
LUDWIKA N.,K,0.00026910543448221155,first_initial
GAJA N.,K,0.000267865929273213,first_initial
ANETTA N.,K,0.0002658295992870012,first_initial
ALENA N.,K,0.00026379326930078936,first_initial
DARIIA N.,K,0.00026330632082582564,first_initial
ZENONA N.,K,0.0002614470630123279,first_initial
DONATA N.,K,0.0002606945062782931,first_initial
AMANDA N.,K,0.0002602960938896864,first_initial
VITA N.,K,0.00025976487737154423,first_initial
SOLOMIIA N.,K,0.00025786135151486796,first_initial
LUDMIŁA N.,K,0.00025352308328337316,first_initial
ANASTASIYA N.,K,0.00024617458811573915,first_initial
WALENTYNA N.,K,0.00024232326835920808,first_initial
YULIYA N.,K,0.00023439928863025334,first_initial
ZOJA N.,K,0.00023422221645753928,first_initial
WACŁAWA N.,K,0.0002325842988599341,first_initial
TATSIANA N.,K,0.00023050370083054376,first_initial
OTYLIA N.,K,0.00022979541213968745,first_initial
ALBINA N.,K,0.00022603262846951342,first_initial
ROMUALDA N.,K,0.00022103033959034086,first_initial
VLADYSLAVA N.,K,0.00022067619524491274,first_initial
IRMINA N.,K,0.0002201449787267705,first_initial
KATSIARYNA N.,K,0.0002193924219927357,first_initial
ZENOBIA N.,K,0.00021908254569048607,first_initial
VOLHA N.,K,0.0002179315765678446,first_initial
VIKTORIA N.,K,0.00021700194766109573,first_initial
GIZELA N.,K,0.00021607231875434685,first_initial
HILDEGARDA N.,K,0.00021408025681131352,first_initial
LILLA N.,K,0.00020872382358671284,first_initial
ZHANNA N.,K,0.00020735151424817878,first_initial
ALEXANDRA N.,K,0.0002044298233983966,first_initial
NATALLIA N.,K,0.00020411994709614695,first_initial
SŁAWOMIRA N.,K,0.00020141959646225734,first_initial
VARVARA N.,K,0.00020124252428954328,first_initial
ANGELINA N.,K,0.00019969314277829516,first_initial
BOHDANA N.,K,0.00019898485408743885,first_initial
RAISA N.,K,0.00019871924582836776,first_initial
JAŚMINA N.,K,0.00019854217365565367,first_initial
BERNARDA N.,K,0.00019659437975579888,first_initial
NEL N.,K,0.0001951778023740863,first_initial
ANZHELA N.,K,0.00019141501870391226,first_initial
LILA N.,K,0.0001868996782997034,first_initial
IRINA N.,K,0.00018614712156566862,first_initial
ERYKA N.,K,0.00018304835854317234,first_initial
KAMILLA N.,K,0.000180967760513782,first_initial
EVA N.,K,0.00017795753357764275,first_initial
JAGNA N.,K,0.0001758326675050739,first_initial
LONGINA N.,K,0.000174814502511968,first_initial
DARYA N.,K,0.00017375206947568353,first_initial
FAUSTYNA N.,K,0.00017153866731675765,first_initial
MARINA N.,K,0.0001709631827554369,first_initial
MIRELA N.,K,0.00017060903841000877,first_initial
RYSZARDA N.,K,0.0001685284403806184,first_initial
SNIZHANA N.,K,0.0001682628321215473,first_initial
EMILIIA N.,K,0.00016720039908526285,first_initial
PELAGIA N.,K,0.0001644115123650162,first_initial
ANASTASIA N.,K,0.00016396883193323103,first_initial
YAROSLAVA N.,K,0.0001619325019470192,first_initial
NATALIYA N.,K,0.00016047165652212811,first_initial
WALERIA N.,K,0.0001589665430540585,first_initial
MARYIA N.,K,0.00015662033676559705,first_initial
SAMANTA N.,K,0.00015613338829063335,first_initial
MARIYA N.,K,0.00015564643981566965,first_initial
TEODORA N.,K,0.00015396425417488595,first_initial
TEODOZJA N.,K,0.00015352157374310077,first_initial
OLIMPIA N.,K,0.00015241487266363783,first_initial
ZORIANA N.,K,0.00014989159420246228,first_initial
KSENIA N.,K,0.00014794380030260749,first_initial
EMILY N.,K,0.00014683709922314454,first_initial
MARCELA N.,K,0.0001460402744459312,first_initial
ADELAJDA N.,K,0.00014524344966871788,first_initial
NOEMI N.,K,0.00014338419185522011,first_initial
GALYNA N.,K,0.00014196761447350754,first_initial
EVELINA N.,K,0.00014055103709179496,first_initial
NIKOL N.,K,0.00014019689274636683,first_initial
SOPHIE N.,K,0.00013970994427140313,first_initial
MARYLA N.,K,0.00013922299579643944,first_initial
LEA N.,K,0.0001382048308033335,first_initial
OKTAWIA N.,K,0.0001377178823283698,first_initial
KONSTANCJA N.,K,0.00013705386168069204,first_initial
CLAUDIA N.,K,0.00013563728429897946,first_initial
ANZHELIKA N.,K,0.00013019231498802173,first_initial
PAMELA N.,K,0.00012780184065638175,first_initial
VIKTORYIA N.,K,0.00012585404675652696,first_initial
ANA N.,K,0.00012580977871334844,first_initial
LARA N.,K,0.00012527856219520623,first_initial
ZOIA N.,K,0.00012333076829535144,first_initial
LUCJA N.,K,0.0001229766239499233,first_initial
NELIA N.,K,0.00012293235590674477,first_initial
MILA N.,K,0.00012288808786356626,first_initial
ZYTA N.,K,0.00012151577852503218,first_initial
STELLA N.,K,0.00012125017026596107,first_initial
WANESSA N.,K,0.00012120590222278256,first_initial
